id,lat,long,DataZone,acc_employment,acc_gp,acc_hospitals,acc_school,acc_supermarket,acc_urbancentre
4974,56.49340848,-2.96931275,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
4975,56.49251022,-2.96928984,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
4976,56.49161197,-2.96926694,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
4977,56.49071371,-2.96924403,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
4978,56.48981545,-2.96922112,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5035,56.4943194,-2.96771174,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5036,56.49342115,-2.96768887,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5037,56.49252289,-2.967666,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5038,56.49162464,-2.96764313,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5039,56.49072638,-2.96762026,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5040,56.48982812,-2.96759739,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5096,56.49523031,-2.96611064,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5097,56.49433205,-2.96608781,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5098,56.4934338,-2.96606498,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5099,56.49253554,-2.96604215,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5100,56.49163728,-2.96601932,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5101,56.49073902,-2.96599649,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5102,56.48984077,-2.96597366,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5103,56.48894251,-2.96595083,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5104,56.48804425,-2.965928,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5105,56.48714599,-2.96590517,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5106,56.48624773,-2.96588234,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5158,56.49524294,-2.96448668,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5159,56.49434468,-2.96446389,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5160,56.49344642,-2.9644411,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5163,56.49075165,-2.96437272,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5164,56.48985339,-2.96434993,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5165,56.48895513,-2.96432713,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5166,56.48805687,-2.96430434,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5167,56.48715861,-2.96428155,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5168,56.48626035,-2.96425876,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5221,56.49435729,-2.96283996,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5225,56.49076426,-2.96274895,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5226,56.489866,-2.96272619,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5227,56.48896774,-2.96270344,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5228,56.48806948,-2.96268069,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5229,56.48717122,-2.96265794,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5230,56.48627296,-2.96263519,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5282,56.49526813,-2.96123875,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5289,56.48898032,-2.96107974,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5290,56.48808206,-2.96105703,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5291,56.4871838,-2.96103432,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5292,56.48628554,-2.96101161,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5352,56.48809462,-2.95943337,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5353,56.48719636,-2.9594107,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5354,56.4862981,-2.95938802,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5415,56.4872089,-2.95778708,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5416,56.48631064,-2.95776444,S01007798,1.2040939193257074,0,0,0,25,67.21311475409836
5034,56.49521766,-2.96773461,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5157,56.49614119,-2.96450948,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5219,56.4961538,-2.96288547,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5220,56.49525554,-2.96286272,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5281,56.49616639,-2.96126147,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5343,56.49617895,-2.95963746,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5466,56.49710227,-2.95641205,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5528,56.49711477,-2.95478801,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5529,56.49621652,-2.95476544,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5590,56.49712725,-2.95316396,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5591,56.496229,-2.95314143,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5652,56.49713971,-2.95153991,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5653,56.49624145,-2.95151742,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5654,56.4953432,-2.95149493,S01007799,2.7092113184828417,0,0,14.285714285714285,25,59.01639344262295
5787,56.48728371,-2.94804533,S01007800,11.890427453341362,0,0,42.857142857142854,50,45.90163934426229
5788,56.48638544,-2.94802293,S01007800,11.890427453341362,0,0,42.857142857142854,50,45.90163934426229
